"AUSTRALIAN_APPL_NO","ABSTRACT_TEXT"
"1992010816","Claim 1. A backing for a windscreen wiper blade, said backing having a groove for receiving a blade insert and mounting means for permitting the backing to be held by a blade frame, said mounting means comprising a first pair of flanges over which claws from a blade frame can be received, and spaced from said first pair of flanges, a second pair of flanges over which claws from a smaller width blade frame can be received, the first pair of flanges being spaced near the bottom of the groove, and the second pair of flanges being spaced below the first pair of flanges, whereby a blade element received in said groove can be held by said backing for two different sized width blade frames."
"1992010816","Claim 1. A backing frr a windscreen wiper blade, said backing having a groove for receiving a blade insert and mounting means for permitting the backing to be held by a blade frame, said mounting means comprising a first pair of flanges over which claws from a blade frame can be received, and spaced from said first pair of flanges, a second pair of flanges over which claws from a smaller width blade frame can be received, the first pair of flanges being spaced near the bottom of the groove. -nd the second pair of flanges being spaced below the first pair of flanges, whereby a blade element received in said groove can be held by said backing for two different sized width blade frames."
"1992010817","Claim 1. An apparatus for triggering a plurality of thyristor devices into conduction, including a full-wave rectifier circuit means having a sinusoidal pulse output, a Schmitt trigger circuit means for generating a constant amplitude pulse signal when said sinusoidal pulse output exceeds a certain triggering level, a pulse generator means for generating a predetermined number of clock pulses within the duration of said constant amplitude pulse signal, an address counter means activated by said pulse generator means and having a .first.digital output, and a memory means for storing a plurality of digital control data, said memory means having a plurality of address lines for receiving said first digital output and a plurality of memory data lines for reflecting one of said digital control data-according to said first digital output, characterized by: /2 I_ _--LULilYli~(lFNi~~i aU-XC 7 (11) AU-B-10817/92 -2- 630328 said pulse generator means including a clock generator for producing a pulse train output within the duration of said constant amplitude pulse signal, and a digital counter for receiving said pulse train output from said clock generator and generating a second digital output corresponding to the number of clock pulses received from said clock generator, said digital counter resetting said clock generator and activating said address counter to increment said first digital output when said clock generator has generated said predetermined number of clock pulses; a decoder means having a plurality of decoder input lines for receiving said second digital output and further having a plurality of output lines, only one of said output lines being in a high logic state at any time depending upon said second digital output; i said memory data lines of said memory means beingj divided into several groups; and a plurality of multiplexer units, each of said multiplexer units having a plurality of input select lines connected to a respective one of.said..groups.of said memory data lines of said memory means, a plurality of input data lines connected to said output lines of said decoder means, and an output terminal to be connected to a thyristor device; said input select lines 'of said multlplexer units contrcling-which one of said input data lines is to be reflected at the respective said output terminal of said multiplexer units so as to trigger the respective thyristor device into conduction. L"
"1992010817","Claim 94 .92 jtii iI r ijii'ij:i D jiIj:i Iii ji i/i ilj *I;k n~n~r; 1. An apparatus for triggering a plurality of thyristor devices into conduction, including a full-wave rectifier circuit means having a sinusoidal pulse output, a Schmitt trigger circuit means for generating a constant amplitude pulse signal when said sinusoidal pulse output exceeds a certain triggering level, a pulse generator means for generating a predetermined number of clock pulses within the duration of said constant amplitude pulse signal, an address counter means activated by said pulse generator means and having a first.digital output, and a memory means for storing a plurality of digital control data, said memory means having a plurality of address lines for receiving said first digital output and a plurality of memory data lines for reflecting one of said digital control- data-according to said first digital 'utputy, characterized by: /2 L i M (11) AU-B-10817/92 -2- (10)630328 said pulse generator means including a clock generator for producing a pulse train output within the duration of said constant amplitude pulse signal, and a digital counter for receiving said pulse train output from said clock generator and generating a second digital output corresponding to the number of clock pulses received frcm said clock generator, said digital counter resetting said clock generator and activating said address counter to increment said first digital output when said clock generator has generated said predetermined number of clock pulses; a decoder means having a plurality of decoder input lines for receiving said second digital output and further having a plurality of output lines, only one of said output lines being in a high logic state at any time depending upon said second digital output; said .emory data lines of said memory means being divided into several groups; and a plurality of multiplexer units, each of said multiplexer units having a plurality of input select lines, connected to a respective one of.. aid.,groups-of. said memory data lines of said .memory means, a plurality of input data lines connected to said output lines of said decoder means, and an output terminal to be connected to a thyristor device; said input select lines 'of s'aid'multlplaxer units contrciling-which one- of said input data lines is to be reflected at the respective said output terminal of said multiplexer units so as to trigger the respective thyristor device into conduction."
"1992010818","ABSTRACT (11) Document No, AU-A-10818/92 (19) AUSTRALIAN PATENT OFFICE (54) (51) 5 (21) (31) (43) (71) (72) (74) (57) Title FLASHLIGHT WITH FLEXIBLE EXTENSION International Patent Classification(s) F21L015/22 F21L007/00 Application No. 10818/92 (22) Appli Priority Data Number (32) Date (33) Country 743013 09.08.91 US UNITED STATES 01 Publication Date 11.02.93 Applicant(s) NOEL E ZELLER Inventor(s) NOEL E. ZELLER Attorney or Agent SPRUSON FERGUSON GPO Box 3898, SYDNEY NSW 2001 cation Date 07.02.92 F AMERICA A flashlight comprises a housing (12) adapted to accommodate batteries and an elongate extension (14) having a proximal end (16) connected to the housing and a distal end (18) opposite the proximal end adapted -o accommodate a light bulb. Electrically conductive leads (20) carried by the extension are adapted to connect the battery to the bulb. The extension is formed of multiple strands of twisted copper wire or another material separate from the conductive leads that can be easily flexed by hand to assume a plurality of different shapes and that can retain a given shape indefinitely. The housing and the bulb can each be conveniently positioned and oriented independently of the other."
"1999042449","ABSTRACT OF THE DISCLOSURE A non-linear optical silica thin film (22) whose main material is SiO 2 -GeO 2 is formed by irradiating positive or negative polar particles and polarization orientation is carried out in the silica thin film. For example, by repeating, while forming the silica thin film forming the thin film in a state of irradiating positive particles, forming the thin film in a neutral state, such as irradiation of neutral particles or non-irradiation of particles, forming the thin film in a state of irradiating negative particles, and forming the thin film in a neutral state, a plurality of regions (22-1, 22-2, and 22-3) in different states of polarization orientation are formed in a direction of film thickness of the silica thin film Distribution of charges arises in the silica thin film (22) being formed by irradiation 15 of polar particles and polarization orientation is automatically carried out in the silica thin film Thus, without carrying out an post process of polarization orientation, such as application of voltage, a polarization orientation process is completed almost simultaneously with completion of forming the silica thin film Thus, it is possible to form periodical polarization orientation structure in a direction of film thickness."
"1999042450","ABSTRACT An installation for the automatic evaluation of the condition of the rolling band Son wheels of moving trains. It comprises a rail beam for each railway line a guard-rail to assure wheel guidance, feelers (P1, P2, P3, P4) intended to come into contact with the wheels passing over them, feeler holders fitted on the rail beam, to ensure wheel- feeler contact, ultrasonics equipment (12) to transmit ultrasonic pulses towards the wheels and generate the corresponding ultrasonic plots, a local processor (13) to control the ultrasonics equipment and receive the ultrasonic plot signals generated, a computer (14) *oo connected to the local processor to manage the ultrasonics equipment, and an antenna (15) connected to the computer to identify the compositions of train measurements. The invention is useful to detect cracks in the rolling band of railway vehicle wheels. o. S o° t [R:\LIBCC]O 1981 .doc: BFD"
"1999042451","ABSTRACT rDETECTORS FOR CDMA SYSTEMS Linear space-time multiuser detectors are described that combine array processing, rake detection, and multiuser detection and that satisfy a minimum mean-squared error criteria. Both embodiments can be implemented adaptively so as to account for unknown sources of interference. The adaptive implementation of the first embodiment (Fig. 3) of a linear 0 space-time detector requires explicit estimates of the channel coefficients. On the other hand, the adaptive implementation of the second embodiment (Fig. 5) does not require these estimates since they can be adaptively obtained. Both of these detectors provide significant performance advantages over single-user space-time detectors and over multiuser detectors which do not account for CDMA interference from unknown sources. e *p a [R:\LIBE]02453.doc JJP What is claimed is!' The claims defininlg th-s Ihn -re as follow: 1. A method for detecting the data signals modulated respectively by multiple direct-sequence spread spectrum signals, comprising the steps of: a) generating matched filter outputs for at least a subset of the multiple signals, a plurality of the multipath components of these signals, and a plurality of receiver antennas; b) developing coherent channel estimates; c) weighting and combining the matched filter outputs using the coherent channel estimates; and d) estimating the respective data symbols for at least a subset of the spread spectrum signals while suppressing multiple access interference. 2. The method of claim 1 wherein said coherent channel estimates are developed from said matched filter outputs. 3. The method of claim 1 wherein said coherent channel estimates are developed from an auxiliary signal. 4. The method of claim 1 wherein multiple access interference is S° suppressed with a linear combiner and wherein a decision device optimally estimates the respective data symbols given the linear combiner outputs. 5. The method of claim 4 wherein the steps of generating matched filter outputs, of combining the matched filter outputs, and of utilizing a linear combiner are implemented using a modified tap-weight filter. a.o 6. The method of claim 4 wherein the linear combiner employs a minimum mean-squared error criterion. ft 32. A method of demodulating K direct sequence code-spread data signals subjected to L-path frequency-selective fading, received at an array of P antennas comprising: a) despreading with a bank of filters matched to L multipath delayed replicas of each of the K signals received at each of the P antennas to produce a K-vector; b) applying a linear transform to the K-vector to combine the matched filter outputs and suppress multiple access interference; and c) processing the resultant signals to produce estimates of the respective data symbols. 33. A method according to claim 32 wherein said means for the linear combiner comprises forming the product of: d) the diagonal amplitude matrix e) the hermitian transpose of the array/channel matrix and f) the matrix inverse of the matrix (RGA 2 G +0 2 I1Tp), where R is the complex block-Toeplitz correlation matrix, 2 is the background noise variance, and Iap is the identity matrix whose dimension is KLP x KLP. 34. A receiver for use with direct-sequence spread spectrum signals, 20 comprising: a rake receiver with array processing; and a multiuser detector receiving an output of said rake receiver. A receiver according to claim 34 wherein said rake receiver with array 25 processing includes: a bank of filters matched to the multipath timing delays of the multiple spread spectrum signals; and a circuit for weighting the matched filter outputs with the corresponding array/channel estimates. o a 3/8 FIG. 3 0* a a Yconv 12 13 K"
"1999042452","Abstract of the Disclosure A ball coupling constituting a rotation preventing mechanism (77) includes a first annular race section (59, 79) having a thrust ball transfer surface (85) formed on one surface thereof, a second annular race section (61, 81) having a ball transfer surface formed on one surface thereof confronting the one surface of the first race section and thrust balls (67) interposed between the first and second race sections (79, 81). At least one of the first and second race sections (79, 81) has a cross sectional shape such that the central portion of the other surface (87) thereof confronting the one surface is a recessed groove A scroll type compressor includes the rotation preventing mechanism (77) on the back surface of a movable scroll member (21). *o* o ec .r [R:\LIBLL]08 173.doc:KEH 0 *0* 9** 0 0 S 505 00 0. S S0 05 0 0 0 0S* 0 06 50 0 00 00 0 050 0 0 0 5 5* 000 0 95 555 61 k61a 81 71 FIG. 4"
"1999042453","Abstract A decorating support 1 comprising a support plate 4 mounted on a arm 13 supported through a variable height support 3 mounted on a whqeled base unit 2. The height of the support plate 4 can be varied by raising or lowering the arm 13 on the support 1 while the horizontal location of the support plate 4 can be varied by moving the base unit 2 on its wheels 9. The support plate 4 is movably attached to the arm 13 so that pasted wallpaper can be folded on support plate and then carried to and placed upon the arm. wallpapering can then be carried out with the bulk of the weight of the wallpaper supported by the support plate, #easing positioning of the wallpaper and preventing stretching and tearing. As the wallpapering operation proceeds the position of the support tray 4 can be adjusted both vertically and horizontally for the convenience of the decorator allowing both the walls and ceilings to be papered. P a-"
"1999042454","ABSTRACT A plug assembly for plugging boreholes includes an expandable main body having an internal chamber therein, and a pressurised container operatively mounted to the main body. The pressurised container includes a discharge outlet and an actuator operable to open the discharge outlet. The pressurised container contains an expandable working fluid therein which is pressurised so that the working fluid within the container includes a liquid component which partially fills the container. The plug assembly is capable of adopting a first working mode wherein the liquid component of the working fluid within the pressurised container is adjacent the discharge outlet and second working mode wherein the liquid component of the working within the pressurised container is spaced from the discharge outlet. The arrangement is such that operation of the actuator causes the discharge outlet to open and the working fluid passes into the internal chamber of the main body and expands so as to thereby cause expansion of the main body. 1\ \119' FIGURE 1 FIGURE 3 21 FIGURE 2 FIUR FIGURE 4"
"1999042455","Abstract. A drum mounted drum tipping device is disclosed. The device comprises a tilting cradle Fig 1 with a clamp band 6 and support band connected to operating handle 2 the pivot pins 3 being part of clamp band 6. Tilting cradle Fig 1 fits into pivot blocks 7 fastened to support brackets 8. Upper support band 9 and lower support band placed over and supported by mounting drum 11 Fig 2. *g ,DRA~ri3 No C) S S S. SS S. S 6' 5z FiG.-1 11-1 FiG.2"
"1999042456","ABSTRACT Monoclonal antibody which specifically binds to a CD9 antigen present on activated T cells, thereby stimulating or enhancing T cell proliferation, wherein the monoclonal antibody specifically binds a peptide having an amino acid sequence (Xaal)n-Gly-Xaa 2 -Trp-Leu-Xaa 3 -Xaa 4 Asp(Glu)-(Xaa 5 )n (SEQ ID NO: wherein Xaa 4 may or may not be present, Xaaj, Xaa 2 Xaa 3 Xaa 4 and Xaa 5 are any amino acid residue and n=0-20; and an isolated peptide having an amino acid sequence (Xaa)n-Gly-Xaa 2 -Trp-Leu- Xaa 3 -Xaa 4 -Asp(Glu)-(Xaa 5 )n (SEQ ID NO: wherein Xaa 4 may or may not be present, Xaaj, Xaa 2 Xaa 3 Xaa 4 and Xaa 5 are any amino acid residue and n=0-20. o e *o CC.* 1 THE CLAIMS DEFINING THE INVENTION ARE AS FOLLOWS:- 1. A monoclonal antibody which specifically binds to a CD9 antigen present on activated T cells, thereby stimulating or enhancing T cell proliferation, wherein the monoclonal antibody specifically binds a peptide having an amino acid sequence (Xaai),-Gly-Xaa 2 -Trp-Leu-Xaa 3 -Xaa- Asp(Glu)-(Xaa 5 )s (SEQ ID NO: wherein Xaa 4 may or may not be present, Xaa,. Xaa,. Xaa3, Xaa 4 and Xaa 5 are any amino acid residue and n=0-20. 2. The monoclonal antibody of claim 1, wherein Xaa, is Cys, Ile or Leu, Xaa 3 is Leu or Arg and Xaa4, if present, is Arg, Pro or Phe. 10 3. A hybridoma designated by ATCC Accession No. HB11374. which produces an antibody of claim 1. 4. A monoclonal antibody produced by the hvbridoma of claim 3. 5. An isolated peptide having an amino acid sequence (Xaa 1 )n-Gly-Xaa,- Trp-Leu-Xaa 3 -Xaa,-Asp(Glu)-(Xaa 5 s) (SEQ ID NO: wherein Xaa 4 may or may not be present. Xaa,. Xaa. Xaa, Xaa 4 and Xaa 5 are any amino acid residue and n=0-20. 6. The isolated peptide of claim 5. wherein Xaa, is Cvs. Ile or Leu. Xaa 3 is Leu or Arg and Xaa 4 if present, is Arg. Pro or Phe. S Dated this 3rd day of August 1999 The United States of America, represented by The Secretary of the Navy, The Regents of the University of Michigan, Repligen Corporation, Dana-Farber Cancer Institute Patent Attorneys for the Applicant: F B RICE CO"
"1999042457","ABSTRACT The present invention provides a method, apparatus and system for transferring a first data to a processor instead of a second data. The present invention determines one or more current conditions by monitoring one or more buses and whenever the one or'more current conditions match a trigger condition, the present invention prevents the transfer of the second data to the processor and transfers the first data to the processor. S* 0* I I I I II I THE CLAIMS DEFINING THE INVENTION ARE AS FOLLOWS: 1 1. A method for transferring a first data to a processor instead of a second data, 2 comprising the steps of: 3 determining one or more current conditions by monitoring one or more buses; and 4 whenever the one or more current conditions match a trigger condition: preventing the transfer of the second data to the processor, and 6 transferring the first data to the processor. I 2. The method for transferring a first data to a processor instead of a second data, as 2 recited in claim 1 further comprising the step of determining the first data based 3 on the trigger condition whenever the one or more current conditions match the 4 trigger condition. I 3. The method for transferring a first data to a processor instead of a second data, as 2 recited in claim 1 or 2 wherein the one or more current conditions comprises: 3 one or more elements of historical information accumulated while monitoring the 4 one or more buses; and a current data on the one or more buses. 1 4. The method for transferring a first data to a processor instead of a second data, as 2 recited in claim 3 further comprising the step of storing the one or more elements 3 of historical information. Processor System Data Bus ii4 I I e 1 n m m m I 1 System Address Bus #I 1 II n i B B m _Sy I N N r stem Control Bus 1<^ V 1 (0 IT I 'Ice- I I I Read Only Memory (ROM) Random Access Memory (RAM) 2o- Input/Oulput Devices C4 I I:, I I Host System FIGURE 1"
"1999042458","(12) PATENT APPLICATION (11) Application No. AU 199942458 Al (19) AUSTRALIAN PATENT OFFICE (54) Title Distributed amplifier system (51) 7 International Patent Classification(s) H03F 003/00 H04R 003/00 (21) Application No: 199942458 (22) Application Date: 1999.08.04 (43) Publication Date: 2001.02.08 (43) Publication Journal Date 2001.02.08 (71) Applicant(s) Hilary Maurice Evans (72) Inventor(s) Hilary Maurice Evans (74) Agent/Attorney Hilary Maurice Evans,9 Forest Court,North Ringwood,Victoria 3134 Australia Each IMP Remote draws from a fraction of a milliamp to 600mA depending on the dc. controlled Sound level being delivered. Method of measurement can be made by breaking the line at the IMP Master and interconnecting an ammeter. Fig 0* S Remotes may be added untilib amps are being drawn. Should additional amperage be required, insert a Power Supply, and continue adding remotes until anotheriamps are consumed. For best system balance first set each remote volume control at maximum position. Then raise volume level control on IMP Mister to produce maximum volume required for system. A pot is mounted on each IMP remote to control the volume of individual speakers or groups of speakers; Groups of speakers may be controlled by using any type pot with the proper resistance being determined by this formula 1 .00002 the of .00002 :the number of .Remotes OR 1 Remote (speaker) Remote (speaker) Remote (speaker) 100 Remote (speaker) 50K ohms 5K ohms 2.5k- ohms 500 ohms The claims defining the invention are as follows: 1. The Local Amplifier System located at the Speaker within a one-meter radius comprising of a Low voltage Power supply, a Mixer and Amplifiers used to distribute audio signals along a Low voltage rated 3-core Cable. 2. The IMP Local Amplifier System of the above claim I on this page utilises the transmission of supply voltage to the Amplifiers of between 12.0 Volts D.C. and 64 volts DC. 3. The IMP Local Amplifier System of the above claim 1 on this page utilises the transmission of an un-balanced audio signal with a voltage potential of less than 100 volts AC. 4. The IMP Local amplifier system operates on a 3 core Cable buzz. The IMP Local amplifier system operates on 2 core-multiplexed buzz Cable system. 6. The IMP Local amplifier operates on the newer CAT 5 Cable System reticulation method. 7. The amplifier is located at each individual distributed Speaker within a one meter radius contained and connected on the IMP Network A.T.S .e Technology ie At the Speakers). 8. The IMP Cable reticulation network theory forms part of the IMP design in claim 1 in its delivery of the voltage and signal amplification requirements. S: 9. The data contained within the theory of Operation. Amplifier Wattage operating range 2 watts to 75 watts at (2 16 ohms) in a distributed amplifier mode based on the information contained in this patent application. +24V CONFIDENTIAL 0C 0 C 0 0* 5* 0% C 0C *b S C S@ 00 CSG S 5 4"
"1999042459","ABSTRACT Dispensing apparatus for particulate matter is disclosed which distributes the particulate matter, at substantially the same rate, uniformly across a given area of a vessel. The apparatus comprises: a particle container having an opening at one end for receiving particulate material; a rotor having multiple elongated, hollow arms, an opening at one end for receiving particulate material 1Q. from the particle container, the multiple arms each having at least one aperture located in a lower portion thereof for discharging particulate material; a baffle plate having multiple elongated leaves, rotatably positioned around a vertical central axis of the rotor and having dimensions capable of reducing the flow of particulate material from the rotor apertures; a fastening means for releasably fastening the baffle plate to the rotor; and a rotating means for rotating the rotor in communication with the particle container. A method of use of the dispensing apparatus to uniformly load particular matter into a vessel is also disclosed. OM THE CLAIMS DEFINING THE INVENTION ARE AS FOLLOWS: 1. An apparatus for dispensing particulate material into a vessel, said apparatus comprising: a particle container defining a container opening at an upper portion for receiving particulate material into an upwardly directed end and defining a container outlet in a lower portion for discharging particulate material; a rotor rotatably positioned adjacent to the container outlet and defining an upper opening for receiving particulate material from said particle container, said rotor having multiple elongated, hollow arms and said multiple arms each defining at least one aperture in a lower portion thereof for discharging particulate material;; .o a baffle plate having multiple extended leaves (18) joined about 15 a common pivot point (17) and positioned for partial occlusion of the apertures by relative rotation of said baffle plate relative to *the rotor a fastener (10) for adjustably securing said baffle plate to said rotor and '/4 2 'I 9Fig. 1"
"1992010818","Claim 1. A flashlight comprising: a housing adapted to accommodate a source of power; an elongate extension having a proximal portion connected to the housing and a relatively distal portion adapted to radiate light; and energy-transfer means carried by the extension and adapted to connect the source of power to the distal portion to facilitate the radiation of light from the distal portion; the extension being formed in such a manner that it can be easily flexed by hand to assume a plurality of different shapes and can retain a given shape indefinately; whereby the housing and the distal light-radiating portion can each be conveniently positioned and oriented independently of the other; and wherein the housing is formed with a peripheral groove for accommodating the extension so that the extension can be wrapped around the housing for storage and to provide a compact configuration for use."
"1992010819","ABSTRACT (11) Document No. AU-A-10819/92 (19) AUSTRALIAN PATENT OFFICE (54) Title PORTABLE MEDICINE DISPENSER International Patent Classification(s) A61J007/04 A61J007/00 (21) Application No. :10819/92 (22) Application Date :07.02.92 Priority Data (31) Number (32) Date (33) Country 743018 09.08.91 US UNITED STATES OF AMERICA (43) Publication Date 11.02.93 (71) Applicant(s) NOEL E ZELLER (72) Inventor(s) NOEL E. ZELLER (74) Attorney or Agent SPRUSON FERGUSON, GPO Box 3898, SYDNEY NSW 2001 (57) Claim 1. A pill dispenser comprising: a housing; a compartment formed within the housing for containing a quantity of pills; and a timer contained within the housing for indicating when the pills should be taken. 2. A medicine dispenser comprising: a housing; a reservoir formed within the housing for containing a quantity of liquid medicine; and a timer contained within the housing for indicating when the medicine should be taken. C. (11)10819/92 -2- 3. A pill dispenser comprising: a housing; a compartment formed within the housing for containing a quantity of pills; and a reservoir formed within the housing for containing a quantity of liquiu to assist in taking the pills."
"1992010820","ABSTRACT (11) Document No. AU-A-10820/92 (19) AUSTRALIAN PATENT OFFICE (54) Title IMPROVEMENT IN OR RELATING TO A PRINTED-CIRCUIT BOARD International Patent Classification(s) (51) s H01P 003/08 HO1P 003/18 H05K001/14 H05K 003/46 (21) Application No.: 10820/92 (22) Application Date: 07.02.92 Priority Data (31) Number (32) Date (33) Country 3-39363 08.02.91 JP JAPAN (43) Publication Date: 13.08.92 (71) Applicant(s) GRAPHICO CO., LTD. (72) Inventor(s) RIHEI TAKASHIMA (74) Attorney or Agent SPRUSON FERGUSON, GPO Box 3898, SYDNEY NSW 2001 Disclosed is an improved printed-circuit board comprising upper and lower dielectric boards (10) and (11) each having a signal conductor pattern (12) or (13) on one side, and a porous dielectric board (15) sandwiched between the upper and lower dielectric boards (10) and (11). Preferably porous boards (15) have through holes regularly arranged therein. The apparent dielectric constant of the porous dielectric board (15) is such a reduced value that the upper limit of signal frequency is expanded without recourse of reducing the signal conductor width. Advantageously printed-circuit boards according to the present invention can be used as data bus in transferring data at a high-speed in a computer system."
"1992010821","ABSTRACT (11) Document No. AU-A-10821/92 (19) AUSTRALIAN PATENT OFFICE (54) Title TOY VEHICLE WHEEL AND AXLE ASSEMBLY International Patent Classification(s) (51) 5 A63H031/00 (21) Application No.: 10821/92 (22) Application Date :07.02.92 Priority Data (31) Number (32) Date (33) Country 653025 08.02.91 US UNITED STATES OF AMERICA (43) Publication Date 13.08.92 (71) Applicant(s) BRESLOW, MORRISON, TERZIAN ASSOCIATES, INC. (72) Inventor(s) SEAN T. MULLANEY; HOWARD J. MORRISON; DONALD A. ROSENWINKEL; JOHN V. ZARUBA (74) Attorney or Agent SPRUSON FERGUSON GPO Box 3898, SYDNEY NSW 2001 (57) Claim 1. A toy vehicle comprising in combination: a chassis; an axle carried by the chassis for rotation relative to the chassis; the axle having an end; a gear carried adjacent the end of the axle for rotation with the axle; a wheel mounted on the axle, adjacent the end of the axle, for rotation relative to the chassis; the wheel including a pair of diametrically opposed arcuate segments; the arcuate segments generally engaging a surface i over which the toy vehicle is moving; each of the arcuate segments including a member extending inwardly toward the other arcuate segment; LQ (11)10821/92 each member including a rack engageable with the gear; each of the racks being engageable with an opposed toothed side of the gear; and means maintaining the racks in engagement with the gear while permitting diametrical movement of the arcuate segments toward and away from each other. A toy vehicle comprising in combination: a chassis; a pair of substantially parallel, spaced apart axles; each of the axles having opposed ends; a gear carried adjacent each end of each of the axles for rotation with the respective axle; each of the axles carried by the chassis for rotation relative to the chassis; means carried by the chassis for driving each of the axles to rotate both of the axles in one direction; four whrels; each of the wheels mounted on an axle, adjacent a respective end of each axle, for rotation relative to the chassis; each wheel including a pair of diametri opposed arcuate segments; the arcuate segments generally engaging a st over which the toy vehicle is being driven; ically irface (11)10821/92 each arcuate segment including a member extending inwardly toward the other arcuate segment of the pair; each member of each pair of arcuate segments including a rack engageable with a respective gear; each of the racks of each member of each pair of arcuate segments being engageable with an opposed toothed side of the respective gear; and means maintaining the racks in engagement with the respective gears while permitting diametrical movement of each of each pair of arcuate segments toward and away from each other. i F? ,t"
"1992010822","ABSTRACT (11) Document No. AU-A-10822/92 (19) AUSTRALIAN PATENT OFFICE (54) Title SYSTEM CLOCK SWITCHING MECHANISM FOR MICROPROCESSOR International Patent Classification(s) (51) 5 G6F 001/06 GO6F 001/08 (21) Application No. 10822/92 (22) Application Date 07.02.92 Priority Data (31) Number (32) Date (33) Country 3-91963 08.02.91 JP JAPAN (43) Publication Date 13.08.92 (71) Applicant(s) NEC CORPORATION (72) Inventor(s) MOTOKI IDE; TOSHIHARU KAI (74) Attorney or Agent SPRUSON FERGUSON GPO Box 3898, SYDNEY NSW 2001 (57) Claim 1. A system clock switching mechanism for a microprocessor comprising a clock generating means for supplying a pl'urality of system clocks at different speeds to the microprocessor, a holding means for setting and holding a system clock specification data for each task executed by said microprocessor, and a clock switching means for switching the system clock supplied by said clock generating means; said clock switching means switching the system clock to the one specified for the task according to the system clock specification data held by said holding means. 2. A system clock switching mechanism for a microprocessor of Claim 1 wherein said clock switching means switches the system clock to the lowest speed clock when no task is in READY or RUN L i (11)10822/92 -2- status, and when any task is in such a status, to the system clock specified for that task according to the system clock specification data held by said holding means. Iiu"
"1992010823","ABSTRACT (11) Document No. AU-A-10823/92 (19) AUSTRALIAN PATENT OFFICE (54) Title PAGER RECEIVER WITH MESSAGE DISPLAY FUNCTION International Patent Classification(s) (51) 5 G08B 005/22 G08B 007/06 H04B 007/26 (21) Application No. 10823/92 (22) Application Date 07.02.92 Priority Data (31) Number (32) Date (33) Country 3-39333 08.02.91 JP JAPAN (43) Publication Date 13.08.92 (71) Applicant(s) NEC CORPORATION (72) Inventor(s) MOTOKI IDE (74) Attorney or Agent SPRUSON FERGUSON GPO Box 3898, SYDNEY NSW 2001 A pager receiver of the present invention using a microprocessor (14) for control receives messages corresponding to a plurality of ID numbers set to it and stores the received messages In the message memory area (17) for each call distinction code indicating the destination ID number of the received message. The message memory area (17) Is provided with a storage area of fixed length for each call distinction code, for example, and each area stores one message. In this case, received messages are sorted by call distinction codes before being stored. Messages are read out of the message memory area (17) in ascending or descending order of call distinction codes and displayed on the LCD. Alternatively, the message memory area may be variable in length. Such a memory area comprises a directory to store the call distinction code and I sectors to store messages and the messages are sorted before being stored using the call distinction code as a key."
"1992010823","Claim 1. A pager receiver comprising: a message receiving means for receiving messages sent to a plurality of ID numbers allocated to the receiver, a storage means having a plurality of message storage areas to store received messages for different call distinction codes that correspond to the ID numbers of received messages, a storage processing means for storing said received messages in said storage means after sorting them by said call distinction codes, a reading means for reading the messages stored in said storage means in ascending or descending order of said call distinction codes, and a display means for displaying the messages read by said reading means."
"1999042459","ABSTRACT Dispensing apparatus for particulate matter is disclosed which distributes the particulate matter, at substantially the same rate, uniformly across a given area of a vessel. The apparatus comprises: a particle container having an opening at one end for receiving particulate material; a rotor having multiple elongated, hollow arms, an opening at one end for receiving particulate material from the particle container, the multiple arms each having at least one aperture located in a lower portion thereof for discharging particulate material; a baffle plate 9 having multiple elongated leaves, rotatably positioned around a vertical central axis of the rotor and having dimensions capable of reducing the flow of particulate material from the rotor apertures; a fastening means for releasably fastening the baffle plate to the rotor; and a rotating means for rotating the rotor in communication with the particle container. A method of use of the dispensing apparatus to uniformly load particular matter into a vessel is also disclosed."
"1999042460","ABSTRACT A method of processing an incoming call page from a radiotelephone communications system at a mobile user terminal includes receiving the incoming call. page from the radiotelephone communications system at the mobile user terminal, and determining a period of time within which the mobile user terminal can respond to the incoming call. An indication of the period of time within which the user terminal can respond to the incoming call is then provided to a user of the mobile user terminal. In addition, the incoming call page can be one of a predetermined number of incoming call pages addressed to the mobile user terminal in a sequence wherein each of the 10 incoming call pages in the sequence includes information identifying the :i respective incoming call page within the sequence. Accordingly, the step of determining the period of time within which the mobile user terminal can respond to the incoming call can include determining the number of incoming S.call pages in the sequence to follow. I S. S S 1/4 FIG. 1 a. a a a. a PUBLIC SWITCHED TELEPHONE NETWORK PUBLIC AND MO0BI LE NETWORK ~26"
"1999042461","ABSTRACT An absorbent structure comprising a lower acquisition component having an original dimension and positioned to receive body exudates, and a storage component interposed between the wearer and the lower acquisition component which has a recovery from wet compression and an ability to recover from wet compression. The lower acquisition component can also vertically wick body exudates. The components work together to partition exudates from the lower acquisition component. Also, the lower acquisition component can have a resistance to compression deflection. o .0 00 0 0« 0S 00 5 0 0 2/4 S. S. S. S S S Fig. ac 26"
"1999042462","Abstract In a papermaking machine for making paper and paperboard products, a press belt, press roll cover, or long nip shoe press belt, is disclosed that has both a permanent microscale roughness and areas of both hydrophilic and hydrophobic nature which properties promote good sheet smoothness and printability, while allowing for excellent sheet release. *S *e ee"
